job,avgsalary,experience,jobX
Project manager,109672,18,17
Project manager,123697,19,17
Project manager,87986,2,17
Project manager,111021,20,17
Project manager,83577,21,17
Project manager,98887,22,17
Project manager,98471,23,17
Project manager,116223,24,17
Project manager,111866,25,17
Project manager,142465,26,17
Project manager,108154,27,17
Project manager,132868,28,17
Project manager,137584,29,17
Project manager,47613,3,17
Project manager,113110,30,17
Project manager,88678,31,17
Project manager,99115,32,17
Project manager,64949,33,17
Project manager,138255,34,17
Project manager,103878,35,17
Project manager,140617,36,17
Project manager,158027,37,17
Project manager,78607,38,17
Project manager,181634,39,17
Project manager,77793,4,17
Project manager,124815,40,17
Project manager,157000,41,17
Project manager,142463,42,17
Project manager,132896,43,17
Project manager,154934,44,17
Project manager,186717,45,17
Project manager,85713,46,17
Project manager,42463,47,17
Project manager,120184,48,17
Project manager,100000,49,17
Project manager,54211,5,17
Project manager,107289,50,17
Project manager,61087,6,17
Project manager,62806,7,17
Project manager,83563,8,17
Project manager,64686,9,17
Project manager,21204,0.5,17
Project manager,115700,60,17
Cloud infrastructure engineer,68684,1,18
Cloud infrastructure engineer,110136,10,18
Cloud infrastructure engineer,110083,11,18
Cloud infrastructure engineer,112673,12,18
Cloud infrastructure engineer,125055,13,18
Cloud infrastructure engineer,98311,14,18
Cloud infrastructure engineer,117307,15,18
Cloud infrastructure engineer,129937,16,18
Cloud infrastructure engineer,125790,17,18
Cloud infrastructure engineer,113238,18,18
Cloud infrastructure engineer,115014,19,18
Cloud infrastructure engineer,112931,2,18
Cloud infrastructure engineer,122798,20,18
Cloud infrastructure engineer,119790,21,18
Cloud infrastructure engineer,138592,22,18
Cloud infrastructure engineer,122763,23,18
Cloud infrastructure engineer,144171,24,18
Cloud infrastructure engineer,123881,25,18
Cloud infrastructure engineer,139999,26,18
Cloud infrastructure engineer,135763,27,18
Cloud infrastructure engineer,172872,28,18
Cloud infrastructure engineer,112187,29,18
Cloud infrastructure engineer,67222,3,18
Cloud infrastructure engineer,137208,30,18
Cloud infrastructure engineer,118250,31,18
Cloud infrastructure engineer,130439,32,18
Cloud infrastructure engineer,158927,33,18
Cloud infrastructure engineer,161595,34,18
Cloud infrastructure engineer,160743,35,18
Cloud infrastructure engineer,120057,36,18
Cloud infrastructure engineer,151626,37,18
Cloud infrastructure engineer,184195,38,18
Cloud infrastructure engineer,172197,39,18
Cloud infrastructure engineer,62168,4,18
Cloud infrastructure engineer,181794,40,18
Cloud infrastructure engineer,162833,41,18
Cloud infrastructure engineer,186989,42,18
Cloud infrastructure engineer,157521,43,18
Cloud infrastructure engineer,186395,44,18
Cloud infrastructure engineer,264007,45,18
Cloud infrastructure engineer,300000,46,18
Cloud infrastructure engineer,0,47,18
Cloud infrastructure engineer,225000,48,18
Cloud infrastructure engineer,96250,49,18
Cloud infrastructure engineer,65421,5,18
Cloud infrastructure engineer,0,50,18
Cloud infrastructure engineer,100065,6,18
Cloud infrastructure engineer,91948,7,18
Cloud infrastructure engineer,85164,8,18
Cloud infrastructure engineer,98606,9,18
Cloud infrastructure engineer,0,0.5,18
Cloud infrastructure engineer,148501,60,18
Data or business analyst,41385,1,19
Data or business analyst,93835,10,19
Data or business analyst,118748,11,19
Data or business analyst,85189,12,19
Data or business analyst,79213,13,19
Data or business analyst,76875,14,19
Data or business analyst,102998,15,19
Data or business analyst,111630,16,19
Data or business analyst,124177,17,19
Data or business analyst,92755,18,19
Data or business analyst,104548,19,19
Data or business analyst,37125,2,19
Data or business analyst,114502,20,19
Data or business analyst,113793,21,19
Data or business analyst,89734,22,19
Data or business analyst,125475,23,19
Data or business analyst,131300,24,19
Data or business analyst,95040,25,19
Data or business analyst,149546,26,19
Data or business analyst,109600,27,19
Data or business analyst,101824,28,19
Data or business analyst,102509,29,19
Data or business analyst,57752,3,19
Data or business analyst,110434,30,19
Data or business analyst,119605,31,19
Data or business analyst,86550,32,19
Data or business analyst,109426,33,19
Data or business analyst,108743,34,19
Data or business analyst,105363,35,19
Data or business analyst,106031,36,19
Data or business analyst,123977,37,19
Data or business analyst,120792,38,19
Data or business analyst,144932,39,19
Data or business analyst,47859,4,19
Data or business analyst,111615,40,19
Data or business analyst,125697,41,19
Data or business analyst,120843,42,19
Data or business analyst,156489,43,19
Data or business analyst,123650,44,19
Data or business analyst,133619,45,19
Data or business analyst,97390,46,19
Data or business analyst,117000,47,19
Data or business analyst,265400,48,19
Data or business analyst,122348,49,19
Data or business analyst,61848,5,19
Data or business analyst,244433,50,19
Data or business analyst,87224,6,19
Data or business analyst,72199,7,19
Data or business analyst,54499,8,19
Data or business analyst,86536,9,19
Data or business analyst,83745,0.5,19
Data or business analyst,112816,60,19
Designer,28007,1,20
Designer,75094,10,20
Designer,89043,11,20
Designer,95053,12,20
Designer,75895,13,20
Designer,87763,14,20
Designer,87831,15,20
Designer,84491,16,20
Designer,99087,17,20
Designer,96240,18,20
Designer,59455,19,20
Designer,60370,2,20
Designer,108714,20,20
Designer,116975,21,20
Designer,98727,22,20
Designer,114688,23,20
Designer,105869,24,20
Designer,110460,25,20
Designer,95319,26,20
Designer,96235,27,20
Designer,111424,28,20
Designer,107630,29,20
Designer,40728,3,20
Designer,111938,30,20
Designer,159856,31,20
Designer,86093,32,20
Designer,94636,33,20
Designer,88553,34,20
Designer,122455,35,20
Designer,153538,36,20
Designer,182888,37,20
Designer,137599,38,20
Designer,127962,39,20
Designer,37218,4,20
Designer,125552,40,20
Designer,102764,41,20
Designer,124709,42,20
Designer,84609,43,20
Designer,128444,44,20
Designer,120287,45,20
Designer,120909,46,20
Designer,0,47,20
Designer,169624,48,20
Designer,87505,49,20
Designer,39199,5,20
Designer,113953,50,20
Designer,92647,6,20
Designer,64158,7,20
Designer,73570,8,20
Designer,72399,9,20
Designer,45932,0.5,20
Designer,135271,60,20
Scientist,127392,1,20
Scientist,71162,10,20
Scientist,165140,11,20
Scientist,87411,12,20
Scientist,68267,13,20
Scientist,134414,14,20
Scientist,110375,15,20
Scientist,113256,16,20
Scientist,82551,17,20
Scientist,90590,18,20
Scientist,99298,19,20
Scientist,202868,2,20
Scientist,103231,20,20
Scientist,130407,21,20
Scientist,87876,22,20
Scientist,104439,23,20
Scientist,120640,24,20
Scientist,105729,25,20
Scientist,222896,26,20
Scientist,113263,27,20
Scientist,134434,28,20
Scientist,145000,29,20
Scientist,53533,3,20
Scientist,115823,30,20
Scientist,297427,31,20
Scientist,123939,32,20
Scientist,235139,33,20
Scientist,94030,34,20
Scientist,112701,35,20
Scientist,128924,36,20
Scientist,266172,37,20
Scientist,139077,38,20
Scientist,121500,39,20
Scientist,114082,4,20
Scientist,125430,40,20
Scientist,83526,41,20
Scientist,138061,42,20
Scientist,110332,43,20
Scientist,114497,44,20
Scientist,249765,45,20
Scientist,121149,46,20
Scientist,120000,47,20
Scientist,221800,48,20
Scientist,84696,49,20
Scientist,51019,5,20
Scientist,0,50,20
Scientist,53068,6,20
Scientist,75669,7,20
Scientist,83496,8,20
Scientist,65585,9,20
Scientist,12510,0.5,20
Scientist,129923,60,20
Product manager,127392,1,21
Product manager,95243,10,21
Product manager,97628,11,21
Product manager,108581,12,21
Product manager,101464,13,21
Product manager,93016,14,21
Product manager,95142,15,21
Product manager,89920,16,21
Product manager,84202,17,21
Product manager,134215,18,21
Product manager,82216,19,21
Product manager,30704,2,21
Product manager,111638,20,21
Product manager,156674,21,21
Product manager,105367,22,21
Product manager,113660,23,21
Product manager,153407,24,21
Product manager,128556,25,21
Product manager,129942,26,21
Product manager,96179,27,21
Product manager,196223,28,21
Product manager,126968,29,21
Product manager,50038,3,21
Product manager,116977,30,21
Product manager,86094,31,21
Product manager,114754,32,21
Product manager,99980,33,21
Product manager,150305,34,21
Product manager,104611,35,21
Product manager,102396,36,21
Product manager,161317,37,21
Product manager,135689,38,21
Product manager,90186,39,21
Product manager,74292,4,21
Product manager,140940,40,21
Product manager,159805,41,21
Product manager,118429,42,21
Product manager,143931,43,21
Product manager,151918,44,21
Product manager,189448,45,21
Product manager,86112,46,21
Product manager,0,47,21
Product manager,375000,48,21
Product manager,0,49,21
Product manager,58735,5,21
Product manager,250000,50,21
Product manager,65578,6,21
Product manager,82732,7,21
Product manager,77865,8,21
Product manager,69516,9,21
Product manager,11972,0.5,21
Product manager,128647,60,21
Senior Executive,127392,1,22
Senior Executive,106785,10,22
Senior Executive,104028,11,22
Senior Executive,153157,12,22
Senior Executive,139732,13,22
Senior Executive,138091,14,22
Senior Executive,102490,15,22
Senior Executive,137863,16,22
Senior Executive,154491,17,22
Senior Executive,118375,18,22
Senior Executive,116346,19,22
Senior Executive,72051,2,22
Senior Executive,135458,20,22
Senior Executive,120933,21,22
Senior Executive,142057,22,22
Senior Executive,165890,23,22
Senior Executive,179187,24,22
Senior Executive,164883,25,22
Senior Executive,209548,26,22
Senior Executive,139129,27,22
Senior Executive,185422,28,22
Senior Executive,142681,29,22
Senior Executive,98167,3,22
Senior Executive,160747,30,22
Senior Executive,125881,31,22
Senior Executive,126096,32,22
Senior Executive,218472,33,22
Senior Executive,178915,34,22
Senior Executive,142536,35,22
Senior Executive,91872,36,22
Senior Executive,177434,37,22
Senior Executive,287131,38,22
Senior Executive,203086,39,22
Senior Executive,182907,4,22
Senior Executive,177260,40,22
Senior Executive,156185,41,22
Senior Executive,254561,42,22
Senior Executive,160024,43,22
Senior Executive,123374,44,22
Senior Executive,244587,45,22
Senior Executive,288203,46,22
Senior Executive,0,47,22
Senior Executive,385640,48,22
Senior Executive,149898,49,22
Senior Executive,68367,5,22
Senior Executive,240000,50,22
Senior Executive,86544,6,22
Senior Executive,99332,7,22
Senior Executive,50017,8,22
Senior Executive,117844,9,22
Senior Executive,21768,0.5,22
Senior Executive,156138,60,22
System administrator,55532,1,23
System administrator,67543,10,23
System administrator,78262,11,23
System administrator,70787,12,23
System administrator,85946,13,23
System administrator,76325,14,23
System administrator,87545,15,23
System administrator,83156,16,23
System administrator,104557,17,23
System administrator,106887,18,23
System administrator,81566,19,23
System administrator,72482,2,23
System administrator,115996,20,23
System administrator,86407,21,23
System administrator,93988,22,23
System administrator,95558,23,23
System administrator,103437,24,23
System administrator,117540,25,23
System administrator,106339,26,23
System administrator,95487,27,23
System administrator,102589,28,23
System administrator,125570,29,23
System administrator,35289,3,23
System administrator,114078,30,23
System administrator,127549,31,23
System administrator,93262,32,23
System administrator,139073,33,23
System administrator,106066,34,23
System administrator,90387,35,23
System administrator,122161,36,23
System administrator,154119,37,23
System administrator,107911,38,23
System administrator,137028,39,23
System administrator,92362,4,23
System administrator,117055,40,23
System administrator,110236,41,23
System administrator,146880,42,23
System administrator,125058,43,23
System administrator,113490,44,23
System administrator,95601,45,23
System administrator,317520,46,23
System administrator,66589,47,23
System administrator,137738,48,23
System administrator,86568,49,23
System administrator,48381,5,23
System administrator,291577,50,23
System administrator,80055,6,23
System administrator,67270,7,23
System administrator,64764,8,23
System administrator,67861,9,23
System administrator,21390,0.5,23
System administrator,146285,60,23
Blockchain,142464,1,24
Blockchain,136776,10,24
Blockchain,89201,11,24
Blockchain,143393,12,24
Blockchain,94973,13,24
Blockchain,115774,14,24
Blockchain,217019,15,24
Blockchain,106475,16,24
Blockchain,104812,17,24
Blockchain,113896,18,24
Blockchain,119105,19,24
Blockchain,26524,2,24
Blockchain,139931,20,24
Blockchain,128547,21,24
Blockchain,147313,22,24
Blockchain,97856,23,24
Blockchain,130654,24,24
Blockchain,167481,25,24
Blockchain,136394,26,24
Blockchain,140963,27,24
Blockchain,207542,28,24
Blockchain,84000,29,24
Blockchain,67512,3,24
Blockchain,172526,30,24
Blockchain,81666,31,24
Blockchain,133526,32,24
Blockchain,117126,33,24
Blockchain,67568,34,24
Blockchain,139635,35,24
Blockchain,151235,36,24
Blockchain,197284,37,24
Blockchain,0,38,24
Blockchain,0,39,24
Blockchain,45460,4,24
Blockchain,137157,40,24
Blockchain,0,41,24
Blockchain,450000,42,24
Blockchain,177000,43,24
Blockchain,0,44,24
Blockchain,0,45,24
Blockchain,37392,46,24
Blockchain,0,47,24
Blockchain,800000,48,24
Blockchain,0,49,24
Blockchain,63809,5,24
Blockchain,200000,50,24
Blockchain,85034,6,24
Blockchain,69523,7,24
Blockchain,89169,8,24
Blockchain,69965,9,24
Blockchain,9000,0.5,24
Blockchain,0,60,24
Marketing or sales professional,127392,1,25
Marketing or sales professional,99151,10,25
Marketing or sales professional,76161,11,25
Marketing or sales professional,91124,12,25
Marketing or sales professional,22486,13,25
Marketing or sales professional,239394,14,25
Marketing or sales professional,74396,15,25
Marketing or sales professional,89496,16,25
Marketing or sales professional,264750,17,25
Marketing or sales professional,125914,18,25
Marketing or sales professional,31577,19,25
Marketing or sales professional,53321,2,25
Marketing or sales professional,143266,20,25
Marketing or sales professional,0,21,25
Marketing or sales professional,50314,22,25
Marketing or sales professional,75730,23,25
Marketing or sales professional,132835,24,25
Marketing or sales professional,106709,25,25
Marketing or sales professional,110331,26,25
Marketing or sales professional,139125,27,25
Marketing or sales professional,127230,28,25
Marketing or sales professional,135000,29,25
Marketing or sales professional,49026,3,25
Marketing or sales professional,126408,30,25
Marketing or sales professional,0,31,25
Marketing or sales professional,0,32,25
Marketing or sales professional,0,33,25
Marketing or sales professional,250000,34,25
Marketing or sales professional,68690,35,25
Marketing or sales professional,0,36,25
Marketing or sales professional,58654,37,25
Marketing or sales professional,38388,38,25
Marketing or sales professional,0,39,25
Marketing or sales professional,94319,4,25
Marketing or sales professional,123902,40,25
Marketing or sales professional,0,41,25
Marketing or sales professional,193156,42,25
Marketing or sales professional,195000,43,25
Marketing or sales professional,82976,44,25
Marketing or sales professional,0,45,25
Marketing or sales professional,0,46,25
Marketing or sales professional,0,47,25
Marketing or sales professional,200000,48,25
Marketing or sales professional,190000,49,25
Marketing or sales professional,97123,5,25
Marketing or sales professional,0,50,25
Marketing or sales professional,50547,6,25
Marketing or sales professional,81195,7,25
Marketing or sales professional,54623,8,25
Marketing or sales professional,41382,9,25
Marketing or sales professional,23040,0.5,25
Marketing or sales professional,125430,60,25
Security professional,46718,1,26
Security professional,87661,10,26
Security professional,119624,11,26
Security professional,89056,12,26
Security professional,63139,13,26
Security professional,107960,14,26
Security professional,162662,15,26
Security professional,117766,16,26
Security professional,111929,17,26
Security professional,112917,18,26
Security professional,145987,19,26
Security professional,80850,2,26
Security professional,141543,20,26
Security professional,118592,21,26
Security professional,100822,22,26
Security professional,130474,23,26
Security professional,208396,24,26
Security professional,128955,25,26
Security professional,107626,26,26
Security professional,109057,27,26
Security professional,130312,28,26
Security professional,114654,29,26
Security professional,54804,3,26
Security professional,141171,30,26
Security professional,125421,31,26
Security professional,108030,32,26
Security professional,129945,33,26
Security professional,96902,34,26
Security professional,121024,35,26
Security professional,107183,36,26
Security professional,166500,37,26
Security professional,154771,38,26
Security professional,211578,39,26
Security professional,62143,4,26
Security professional,143207,40,26
Security professional,171794,41,26
Security professional,205892,42,26
Security professional,177000,43,26
Security professional,131426,44,26
Security professional,245664,45,26
Security professional,125749,46,26
Security professional,166360,47,26
Security professional,85908,48,26
Security professional,84696,49,26
Security professional,70017,5,26
Security professional,550000,50,26
Security professional,132343,6,26
Security professional,75852,7,26
Security professional,83126,8,26
Security professional,79355,9,26
Security professional,21768,0.5,26
Security professional,161507,60,26
