ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
5759, I code primarily as a hobby, Student, part-time, NA, NA, Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.), Other online resources (e.g., videos, blogs, forum), Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online challenges (e.g., daily or weekly coding challenges), NA, 3, NA, NA, NA, NA, Start a free trial, Timor-Leste, NA, NA, NA, C++;HTML/CSS;JavaScript;PHP;Python, C++;HTML/CSS;JavaScript;PHP;Python, MySQL;PostgreSQL;SQLite, MySQL;PostgreSQL;SQLite, NA, NA, Django;React.js, Django;React.js, TensorFlow, TensorFlow, npm, npm, Sublime Text;Visual Studio Code, Sublime Text;Visual Studio Code, Windows, Windows, Git, Command-line, , , NA, NA, NA, NA, Unsure, Stack Overflow, A few times per week, Yes, A few times per month or weekly, Yes, definitely, 18-24 years old, Man, NA, NA, Asian, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Too long, Easy, NA, 
6060, I am not primarily a developer, but I write code sometimes as part of my work, Employed, full-time, Fully remote, Hobby, Some college/university study without earning a degree, Books / Physical media;Other (please specify):, NA, NA, 20, 10, Developer, back-end;Data or business analyst;Designer;Security professional, 100 to 499 employees, I have some influence, Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd, Timor-Leste, EUR European Euro, 4900, Monthly, C#;JavaScript;Python;SQL, C#;Go;JavaScript;Python;R;SQL, Microsoft SQL Server;PostgreSQL, MongoDB;PostgreSQL, Microsoft Azure, Microsoft Azure, Flask;jQuery, NA, NA, NA, NA, NA, PyCharm;Vim;Visual Studio Code, Vim;Visual Studio Code, Linux-based, Linux-based, Git, Command-line, , , Confluence, Confluence, Microsoft Teams;Slack, Microsoft Teams, Indifferent, Stack Overflow;Stack Exchange, A few times per week, Yes, A few times per month or weekly, Yes, somewhat, 35-44 years old, Man, No, Straight / Heterosexual, European, None of the above, None of the above, Yes, People manager, 23, Strongly agree, Agree, Neither agree nor disagree, Agree, Agree, Agree, Neither agree nor disagree, 1-2 times a week, 10+ times a week, 1-2 times a week, 30-60 minutes a day, 60-120 minutes a day, Somewhat short, Developer portal or other central places to find tools/services;Observability tools, Yes, No, Yes, Appropriate in length, Easy, 62712, 
17237, I am a developer by profession, Employed, full-time, Hybrid (some remote, some in-person), Hobby;Contribute to open-source projects;Bootstrapping a business, Some college/university study without earning a degree, Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification, NA, Udemy;Other, 37, 31, Developer, front-end;Developer, full-stack;Developer, back-end;System administrator, 20 to 99 employees, I have some influence, Other (please specify):;Visit developer communities like Stack Overflow;Ask developers I know/work with, Timor-Leste, USD	United States dollar, 5000, Monthly, C++;Elixir;JavaScript;Python;SQL, C++;Python;Rust;SQL, CouchDB;PostgreSQL;Redis;SQLite, PostgreSQL;Redis;SQLite, DigitalOcean;OVH, DigitalOcean;OVH, Django;Vue.js, Django;Vue.js, NumPy;Pandas, NumPy;Pandas;TensorFlow;Torch/PyTorch;Hugging Face Transformers, Ansible;Docker;Kubernetes;npm, Ansible;Docker;Kubernetes;npm;Unreal Engine, Neovim;Vim;Visual Studio Code, Neovim;Visual Studio;Visual Studio Code, Linux-based;Windows Subsystem for Linux (WSL), Linux-based;Windows;Windows Subsystem for Linux (WSL), Git, Code editor;Command-line;Version control hosting service web GUI, , , NA, NA, Slack, Slack, Unfavorable, Stack Overflow;Stack Exchange, A few times per week, Yes, Less than once per month or monthly, Neutral, 45-54 years old, Man, No, Straight / Heterosexual, European, None of the above, None of the above, Yes, Independent contributor, 30, Neither agree nor disagree, Agree, Agree, Strongly agree, Strongly agree, Neither agree nor disagree, Neither agree nor disagree, Never, 1-2 times a week, Never, 30-60 minutes a day, 15-30 minutes a day, Just right, DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing, Yes, Yes, Yes, Appropriate in length, Easy, 60000, 
67770, I am learning to code, I prefer not to say, NA, NA, Something else, NA, NA, NA, NA, NA, NA, NA, NA, Read ratings or reviews on third party sites like G2Crowd, Timor-Leste, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, RAD Studio (Delphi, C++ Builder), RAD Studio (Delphi, C++ Builder), , BSD, NA, NA, , , NA, NA, NA, NA, NA, Stack Overflow;Stack Exchange, Daily or almost daily, No, NA, Yes, somewhat, Prefer not to say, Non-binary, genderqueer, or gender non-conforming, Prefer not to say, NA, Prefer not to say, I am unable to / find it difficult to type, None of the above, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Too long, Neither easy nor difficult, NA, 
